sl_no,project_name,agency,project_code,state,ministry,sector,approval_mm_yyyy,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cr,physical_progress_pct,report_period,cost_overrun_pct,time_overrun_months,planned_duration_months
1545,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode.,MoRTH,618117,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,02/2024,05/2026,08/2026,154.89,154.89,15.13,23.0,2026-06,0.0,3.0,27
1546,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city in the State of Rajasthan.,MoRTH,618200,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,03/2022,04/2025,11/2026,317.74,317.74,6.14,48.9,2026-06,0.0,19.0,37
1547,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras- Beawar Section Km 00.000 to km 30.050 of NH-158 in the State of Rajasthan under Green National Highway Corridor Project GNHCP.,MoRTH,618235,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,01/2025,12/2026,12/2026,278.1,278.1,82.5,53.45,2026-06,0.0,0.0,23
1548,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400 [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],NHAI,618457,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,11/2019,05/2023,08/2026,1272.97,1265.16,1150.12,95.25,2026-06,-0.6135,39.0,42
1549,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300 [Junction with NH-12 near village Ummedpura to Major bridge over Takli river near Nayagaon Jageer village],NHAI,618458,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,07/2020,01/2024,07/2026,1854.68,1854.68,1495.49,95.52,2026-06,0.0,30.0,42
1550,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,NHAI,618611,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,02/2019,06/2023,07/2026,520.63,548.42,450.58,100.0,2026-06,5.3378,37.0,52
1551,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,NHAI,618612,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,10/2019,08/2023,07/2026,846.59,740.62,704.71,100.0,2026-06,-12.5173,35.0,46
1552,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,NHAI,618613,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,10/2019,07/2023,07/2026,662.08,597.77,561.0,99.2,2026-06,-9.7133,36.0,45
1553,6L access controlled Highway from Km 40080 to Km 86513 Mator to Barodameo Section,NHAI,618757,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,09/2022,03/2026,06/2027,2010.2,1565.88,708.28,37.27,2026-06,-22.1033,15.0,42
1554,6L accesscontrolled highway from km 0000 to km 40080 Paniyala to Mator Section of Paniyala-Barodameo ICR,NHAI,618758,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,09/2022,09/2026,09/2026,1764.86,1239.24,558.32,41.25,2026-06,-29.7825,0.0,48
1555,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to Pakisthan Border NH-968 Pkg-BM/5,NHAI,618796,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,02/2018,04/2021,07/2026,828.58,830.37,694.47,100.0,2026-06,0.216,63.0,38
1556,Mayjilar Jaisalmer with Jaisalmer Bypass Link Road Section of NH-11 Part of BM-7 & Sundra Myajilar Ambsingh ki Dhani Road part of Munabao Tanot project NH-70,NHAI,618797,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,03/2025,12/2027,12/2027,1237.71,927.02,76.97,18.56,2026-06,-25.102,0.0,33
1557,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,NHAI,618838,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,11/2021,08/2024,07/2026,736.75,512.77,470.4,100.0,2026-06,-30.4011,23.0,33
1558,Construction of Four lane Elevated Structure at Raniwada Circle in Sanchore City on NH-68,NHAI,618853,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,01/2024,07/2026,07/2026,353.3,241.34,184.84,86.18,2026-06,-31.6898,0.0,30
1559,Construction of two lane with paved shoulder of Ghatol Bypass from km 133.250 to km 140.950 of NH-56 old NH No. 113 on EPC mode in the State of Rajasthan.,MoRTH,619251,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,03/2025,09/2027,-,170.49,170.49,0.0,11.0,2026-06,0.0,,30
1560,"Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode",NHAI,619270,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,03/2026,01/2029,-,910.91,910.91,0.0,0.0,2026-06,0.0,,34
1561,Construction of Elevated Corridor at Kherwara Town on Udaipur Ratanpur Shamlaji Section of NH-48 in Udaipur District in the State of Rajasthan on EPC mode,NHAI,619271,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,03/2026,01/2029,-,363.89,363.89,0.38,0.0,2026-06,0.0,,34
1562,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,MoRTH,618071,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,10/2021,05/2024,12/2026,385.15,342.89,0.0,90.0,2026-06,-10.9723,31.0,31
1563,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,NHIDCL,618426,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,03/2018,07/2024,12/2026,264.84,380.94,0.17,87.03,2026-06,43.8378,29.0,76
1564,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,NHIDCL,618428,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,01/2021,04/2023,05/2026,264.84,380.94,70.7,100.0,2026-06,43.8378,37.0,27
1565,Construction & Upgradation of existing road to 2-lane with paved shoulder from New Rolep Bridge at km 37.600 to Chochenpheri at km 52.00 in the section of Rongli to Chochenpheri of NH 717B Pkg-II C,NHIDCL,618446,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,10/2020,05/2024,09/2026,493.42,478.79,0.03,79.13,2026-06,-2.965,28.0,43
1566,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH- 717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,618447,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,01/2021,02/2024,05/2027,410.6,379.3,0.0,82.64,2026-06,-7.623,39.0,37
1567,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,618448,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,10/2020,12/2023,05/2027,816.79,786.6,32.28,64.31,2026-06,-3.6962,41.0,38
1568,Construction & Upgradation of existing road to 2-lane with paved shoulder from km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B,NHIDCL,618449,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,07/2020,04/2023,09/2026,230.45,244.91,0.0,86.19,2026-06,6.2747,41.0,33
1569,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A Pkg- IV,NHIDCL,618450,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,07/2020,05/2022,12/2026,292.8,292.8,1.91,65.15,2026-06,0.0,55.0,22
1570,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",MoRTH,617962,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2022,08/2026,08/2026,238.97,260.07,126.43,94.0,2026-06,8.8296,0.0,53
1571,Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from Km 180.000 to Km 204.500,NHAI,618478,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,01/2021,07/2024,08/2026,1106.65,1106.65,591.91,93.04,2026-06,0.0,25.0,42
1572,Bangalore Chennai Expressway Phase-III Package III Arakkonam to Kancheepuram from Km 204.500 to Km 230.000,NHAI,618479,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,12/2020,07/2024,12/2027,1525.1,1525.1,360.65,53.56,2026-06,0.0,41.0,43
1573,Construction of Trumpet Interchange Connecting Bangalore Chennai Expressway km.261705 to km. 262800 with Maduravoyal to Walajapet Section of NH 48 near Sriperumbudur Toll Plaza at km. 35700,NHAI,618480,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,05/2023,08/2025,10/2026,162.55,162.56,52.47,38.52,2026-06,0.0062,14.0,27
1574,4L Bangalore-Chennai Expressway from Km. 230.000 to Km. 261.705 of Kanchepuram to Sriperumbudur Section Phase-III/Package-IV,NHAI,618481,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2021,07/2024,10/2026,3605.73,3605.73,930.29,89.97,2026-06,0.0,27.0,41
1575,Karaipettai to Walajapet from Km 71.015 to 107.091,NHAI,618521,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,08/2018,02/2021,07/2026,766.51,766.51,613.5,93.55,2026-06,0.0,65.0,30
1576,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,NHAI,618522,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,06/2024,10/2026,03/2027,411.16,411.16,134.48,36.64,2026-06,0.0,5.0,28
1577,Improving the Alignment of Thoppur Ghat Section from Km 158.500 to Km 165.100 in Dharmapuri - Salem Section of NH-44,NHAI,618561,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2024,03/2028,03/2028,904.99,731.09,209.58,45.13,2026-06,-19.2157,0.0,48
1578,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,NHAI,618563,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,12/2018,03/2022,07/2026,900.05,900.05,903.4,99.25,2026-06,0.0,52.0,39
1579,4L of left-over works including additional structures from Kerala/Tamil Nadu border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66,NHAI,618608,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,11/2022,08/2025,11/2026,1564.23,1263.42,961.9,80.68,2026-06,-19.2305,15.0,33
1580,6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg- IV,NHAI,618635,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2021,01/2025,12/2027,1359.81,1359.81,409.22,40.88,2026-06,0.0,35.0,47
1581,4L of Thirumangalam to Vadugapatti section from km 0.000 to km 36.000 of NH-744,NHAI,618744,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2022,02/2025,07/2026,1076.97,791.6,679.49,95.51,2026-06,-26.4975,17.0,35
1582,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,NHAI,618756,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,12/2018,03/2022,07/2026,1103.86,1085.41,956.43,97.32,2026-06,-1.6714,52.0,39
1583,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,NHAI,618800,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2023,05/2026,03/2029,1616.97,1616.97,239.48,18.13,2026-06,0.0,34.0,38
1584,Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km - 0342 to Km 4604,NHAI,618801,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2023,05/2026,03/2029,1388.59,1388.59,268.23,22.8,2026-06,0.0,34.0,38
1585,Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800,NHAI,618846,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2018,01/2024,09/2026,2565.63,2319.35,1207.03,99.8,2026-06,-9.5992,32.0,70
1586,4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 New NH- 83,NHAI,618894,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,01/2019,12/2022,07/2026,1772.13,1772.13,1061.26,95.52,2026-06,0.0,43.0,47
1587,Kamalapuram to Oddanchatram from km. 0.00 to km. 35.822,NHAI,618895,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,01/2019,01/2023,08/2026,1319.42,1319.42,649.69,92.49,2026-06,0.0,43.0,48
1588,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,NHAI,618898,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,01/2025,06/2027,06/2027,1163.17,834.46,235.05,33.64,2026-06,-28.2598,0.0,29
1589,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,NHAI,618899,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2018,04/2021,07/2026,1499.12,1499.12,1111.8,100.0,2026-06,0.0,63.0,38
1590,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package IV from Km 14.185 to Km 20.593,NHAI,619045,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2023,05/2026,03/2029,1205.4,1210.21,86.0,8.58,2026-06,0.399,34.0,38
1591,6-laning of Krishnagiri Km.0.000 to Walajahpet Km.148.300 section on NH-46 under NHDP-V,NHAI,619074,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,12/2009,12/2013,07/2026,1673.17,781.74,701.37,99.99,2026-06,-53.2779,151.0,48
1592,Chengapalli km 102.035 to Neelambur Km144.680 and Madukkarai Km 170.880 to Walayar K183.010 Package No. NS-2/BOT/TN-08,NHAI,619086,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,10/2009,03/2013,10/2026,852.0,285.55,6.93,100.0,2026-06,-66.4847,163.0,41
1593,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],NHAI,619094,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2019,12/2023,12/2026,1243.57,1272.11,827.88,77.57,2026-06,2.295,36.0,58
1594,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 Pkg VI-C,NHAI,619113,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,12/2005,05/2009,02/2026,555.8,235.8,235.51,100.0,2026-06,-57.5747,201.0,41
1595,Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur],NHAI,619129,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2019,05/2024,01/2027,1360.54,1477.94,897.36,58.65,2026-06,8.6289,32.0,63
1596,Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam],NHAI,619130,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,02/2019,12/2025,03/2027,1116.13,1463.75,771.85,53.41,2026-06,31.1451,15.0,82
1597,Four Laning of Chettikulam to Natham section of NH-785,NHAI,619131,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2018,11/2020,06/2026,837.61,823.93,641.93,99.75,2026-06,-1.6332,67.0,32
1598,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package III from Km 9.700 to Km 14.185,NHAI,619139,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2023,05/2026,03/2029,1299.36,1299.36,189.12,17.24,2026-06,0.0,34.0,38
1599,4 Laning of Paramakudi to Ramanathapuram Section of NH-87 Old NH-49,NHAI,619156,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,07/2025,05/2028,06/2028,1853.16,1853.16,159.26,0.0,2026-06,0.0,1.0,34
1600,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai- Tirupati Package-1,NHAI,619161,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2024,12/2026,03/2027,1376.1,1247.7,180.68,40.8,2026-06,-9.3307,3.0,33
1601,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",NHAI,619222,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,03/2022,09/2024,07/2026,467.99,699.68,594.43,97.92,2026-06,49.5075,22.0,30
1602,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,MoRTH,617913,Telangana,Ministry of Road Transport & Highways,Roads & Highways,01/2018,05/2020,06/2026,283.15,300.7,480.41,92.62,2026-06,6.1981,73.0,28
1603,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,MoRTH,617936,Telangana,Ministry of Road Transport & Highways,Roads & Highways,10/2016,03/2019,-,253.99,183.26,0.0,100.0,2026-06,-27.8476,,29
1604,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,MoRTH,617939,Telangana,Ministry of Road Transport & Highways,Roads & Highways,03/2023,07/2026,08/2026,1297.75,1297.75,0.0,44.73,2026-06,0.0,1.0,40
1605,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",MoRTH,617940,Telangana,Ministry of Road Transport & Highways,Roads & Highways,03/2021,07/2024,07/2026,545.11,545.11,290.36,82.28,2026-06,0.0,24.0,40
1606,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,MoRTH,617980,Telangana,Ministry of Road Transport & Highways,Roads & Highways,03/2018,07/2020,10/2026,626.76,626.76,19.3,53.01,2026-06,0.0,75.0,28
1607,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,MoRTH,617983,Telangana,Ministry of Road Transport & Highways,Roads & Highways,03/2021,07/2024,07/2026,317.19,300.56,190.76,90.0,2026-06,-5.2429,24.0,40
1608,Rehabilitation and upgradation of NH-167 from design km 113.900 to 154.479 Mallepally Haliya section to two lane with paved shoulders on EPC mode in the stte of Telangana,MoRTH,617994,Telangana,Ministry of Road Transport & Highways,Roads & Highways,02/2018,11/2019,12/2025,294.13,257.61,244.16,88.22,2026-06,-12.4163,73.0,21
